no ,id_topeng ,nama_topeng,tahun ,lokasi ,alamat lengkap,deskripsi,latitude,longitude ,Image 
225,TP225,Prince Rama of Ayodya,1800,"Museum Bali, Denpasar",,"Along with the Mahabharata Epic, the Ramayana, which dates back to the 3rd century BCE, has exercised a profound impact on Indonesian art and culture. Whereas the depiction on Rama on the previous page is highly refined and aristocratic, this red colored example is far more determined. Both share lively eyes, arching eyebrows, distinctive curvy mustaches and an open mouths exposing white teeth of inlaid mother of pearl. Prince Rama was an incarnation of Lord Wisnu sent to earth to defeat the sorcerer-king Rawana, who, because of his severe austerities and meditations, was rewarded by Brahma with invincibility. At the climax of the story, Prince Rama battles his arch-nemesis to rescue his wife Princess Sita, who was abducted and imprisoned by the sorcerer-king. The mask, which is in the style prevalent in Denpasar, is of great age, as seen by its wear.",-8.657398,115.218579,TP225.jpg
226,TP226,Raja of Ayodya ,1930,"Museum Bali, Denpasar",,"While refined princes like Rama and Panji usually have white or light-yellow complexions, this dark brown image of Prince Rama shows that this is not always the case. Sometimes green and blue complexions are also used. What remains constant is the wavy shape of the mustache, vigorous expression and the open mouth exposing the upper row of teeth. Remarkably, other than the color of the skin and the large golden urna ornament on the forehead, this mask, made by I Gusti Putu Kandel of Puri Abasan Palace in Denpasar (Badung), is virtually identical with the depiction of Rama (page 3) by Ida Pedanda Made Sidemen of Sanur, which was made around the same time. Only ten kilometres from the center of Denpasar, Sanur, with its many high priests, was closely linked with the rulers of Badung. Sideman, for example, was a close friend and ally of I Gusti Ngurah Made Agung, the raja of Badung. While certain local and individual styles are distinguishable, for the greater part the arts of Sanur and Denpasar existed in a continuum.",-8.657398,115.218579,TP226.jpg
227,TP227,Raja of Ayodya ,1900,"Private Collection, Bali ",,"While refined princes like Rama and Panji usually have white or light-yellow complexions, this dark brown image of Prince Rama shows that this is not always the case. Sometimes green and blue complexions are also used. What remains constant is the wavy shape of the mustache, vigorous expression and the open mouth exposing the upper row of teeth. Remarkably, other than the color of the skin and the large golden urna ornament on the forehead, this mask, made by I Gusti Putu Kandel of Puri Abasan Palace in Denpasar (Badung), is virtually identical with the depiction of Rama (page 3) by Ida Pedanda Made Sidemen of Sanur, which was made around the same time. Only ten kilometres from the center of Denpasar, Sanur, with its many high priests, was closely linked with the rulers of Badung. Sideman, for example, was a close friend and ally of I Gusti Ngurah Made Agung, the raja of Badung. While certain local and individual styles are distinguishable, for the greater part the arts of Sanur and Denpasar existed in a continuum.",-8.409518,115.188916,TP227.jpg
228,TP228,Prince Rama,1935,"Asian Art Museum, San Francisco",,"The Noble Path - Heroes, Gods, Princes, and Princesses",37.780277,-122.41616,TP228.jpg
229,TP229,Ratu Gede Mecaling,1800,"Museum Bali, Denpasar",,"Worshiped by the Balinese as a wrathful form of the goddess Durga, Rangda has large flames rising from her crown, flared nostrils, long tusks curving to the sides, large incisors, fangs, and flames exuding from her mouth. Her eyes are bulbous and round, with pitch-black pupils ringed by black, red and yellow lines. Even without knowing of her exceptional powers as a sorceress, this mask demonstrates why the sight of Rangda instantly struck fear and awe into the hearts of the audience.",-8.657398,115.218579,TP229.jpg
230,TP230,Rangda of her Disciples ,1930,,,"With close-set eyes, hairy, arched eyebrows and long, upward-pointing tusks, this is an example of a folkloric Rangda mask unadorned with gold leaf or any other sumptuous materials. It was produced in the region of Singaraja, North Bali, between the 1920s and 1950s. In contrast to Rangda's usually white complexion, her disciples' skin tones range from dark brown, as seen here, to hues of red.",,,TP230.jpg
231,TP231,Rangda of her Disciples ,1930,"Collection Nationaal Museum van Wereldculturen, Leiden",,"With close-set eyes, hairy, arched eyebrows and long, upward-pointing tusks, this is an example of a folkloric Rangda mask unadorned with gold leaf or any other sumptuous materials. It was produced in the region of Singaraja, North Bali, between the 1920s and 1950s. In contrast to Rangda's usually white complexion, her disciples' skin tones range from dark brown, as seen here, to hues of red.",52.164104,4.483984,TP231.jpg
232,TP232,Ratu Gede Mecaling,1936,"Museum Bali, Denpasar",,_,-8.657398,115.218579,TP232.jpg
233,TP233,Ratu Gede Mecaling,1950,"Private Collection, Bali ",,_,-8.409518,115.188916,TP233.jpg
234,TP234,Queen of the Witches,1930,"Puri Saran Kangin Palace, Singapadu",,"This mask was created and used by the farmed mask-maker and dancer Cokorda Oka Tublen of Singapadu, the scion of a long line of performers dating back to the 18th century. Tublen was invited to perform with a dance troupe from Peliatan at the Netherlands Indies Pavilion of the 1931 International Colonial Exposition in Paris. This was the mask that he took with him, astounding audiences that included many of Europe's most famous modern artists. Although damaged, the vibrant expression of the mask is still very much evident.",-8.5920396,115.2543604,TP234.jpg
235,TP235,Queen of the Witches,1900,"Museum Sonobudoyo, Yogyakarta",,"Resplendant as she is frightening, this image of the ruler of graveyards and the nether regions, is a rare example of mask making in the kingdom of Bangli. Although landlocked, the princes of Bangli controlled the major road between north and south Bali. Using rich layers of cinnabar, natural white pigment, and pure gold leaf, the artist has added an extra dimension using black ink to outline, as well as create strands of hair and mysterious script-like wiggles such as those on the upper lip.",-7.802257,110.359438,TP235.jpg
236,TP236,"Ranggalawe, Patih Lawe",1800,"Collection Nationaal Museum van Wereldculturen, Leiden",,"Ranggalawe was the son of famed strategist Arya Wiraraja and one of the nine nobles who remained loyal to Raden Wijaya after his father-in-law Kertanegara, the last king of the Singosari Dynasty, was murdered by Jayakatwang. Together they would defeat both Jayakatwang and the invading Chinese troops of Kublai Khan, the Mongol emperor of China and go on to found the Majapahit Empire with Raden Wijaya as its king. Sadly court intrigue led some of the princes to slander Ranggalawe. As a result Raden Wijaya sent his uncle to a minor post far from the capital. Interpreting this as an insult, the prince rose up in protest. Tragically, he was brutally and unjustly slaughtered. This sad tale, one of the most beloved and influential on Bal?, ends with Raden Wijaya bemoaning the cruel fate of his dear friend and former comrade-in-arms. Here Ranggalawe is depicted as a handsome but robust prince in his prime.",52.164104,4.483984,TP236.jpg
237,TP237,Ranggawale,1920,"I Made Nyarikan Sriada Family Temple, Denpasar (puri agung denpasar)",,"Ranggelawe was one of the original group of knights who joined forces with Raden Wijaya after the murder of Kertanegara, the last raja of the Singosari Kingdom who was murdered by the rebel Jayakatwang in 1292. Together they would not only defeat Jayakatwang but also the invading troops of Kublai Khan, the emperor of China. After Raden Wijaya founded the new Majapahit Dynasty, enemies of Ranggalawe at the court began spreading slanderous lies that put his loyalty in doubt. After his uncle was assigned a minor post in a provincial capital, he was so incensed that he rose up in rebellion. Brutally murdered in dubious circumstances, Ranggalawe's tragic tale is among the most profound on the island.",-8.65528,115.21734,TP237.jpg
238,TP238,Rarung ,1900,"Museum Bali, Denpasar",,"Rarung is an acolyte of a wrathful form of Dewi Durga, who is associated with the rites of death. She is said to be younger than Rangda. Entering a deep meditative state after taking a vow of silence, Rarung is rudely disturbed by the gods Indra and Brahma, who are searching for Durga on behalf of her husband Lord Siwa. When Rarung does not answer them, Indra and Brahma attack and defeat her, and she subsequently reports the incident to Dewi Durga. Indra and Brahma report Durga's location to Siwa, who descends to find her, disguised in the form of Banaspati Raja (Barong). Husband a nd wife battle upon meeting, in this version of the Barong-Rangda dance that is native to Denpasar. With a crown ringed by flames and long outward-curving lower fangs, this is an example",-8.657398,115.218579,TP238.jpg
239,TP239,Rarung ,1930,"Museum Bali, Denpasar",,"With a red complexion, bulging eyes, upward-thrusting tusks, and golden tear-drop shaped earrings. Rarung bursts with flames coming from the top of her head and mouth. The story of Rarung, an acolyte of the goddess Durga, is sometimes merged with that of Calonarang. a medieval Javanese princess banished from court with her young daughter after the untimely and suspicious death of her princely husband. Rangda, which means widow, mirrors a deep-rooted cultural suspicion of women who become widows under suspicious circumstances. The fear, of course, is that their husbands fell victim",-8.657398,115.218579,TP239.jpg
240,TP240,Chief Disciple of Bhatari Durga ,1930,"Collection Nationaal Museum van Wereldculturen, Leiden",,"With a bright red face, bulging, bloodshot eyes, enormous tusks and a long, fiery tongue, Rarung is the chief disciple of a wrathful incarnation of Siwa's wife Bhatari Durga, who oversees the underworld and the rites of death. Rarung, also known as Ratu Gede Mecaling and Rangda, is performed in a version of the Rangda-Barong cycle that is specific to Denpasar. The extensive use of cinnabar and gold leaf indicate that this mask was commissioned by a wealthy and powerful palace or temple.",52.164104,4.483984,TP240.jpg
241,TP241,"Rawana, Dasa Muka",1930,"Museum Sonobudoyo, Yogyakarta",,"Oval-faced with a short forehead, chevron shaped eyeballs, high set ears with huge inlaid earrings, the curly beard of Rawana is interwoven with gold. Fearless and invincible, Rawana who was also known as Dasa Muka, he with ten heads, is a classic story of a powerful being felled by his own hubris. The son of a great sage and a raksasa demon, Rawana was a highly respected scholar with a deep knowledge of the scriptures, medicine and science. Meditating for over 10,000 years, he was granted the boon of immortality against all beings except for humans, who he considered weak and insignificant. This led the gods to have Wisnu reincarnate as the glorious Rama who would act as their intrument. After a mighty struggle, Rama slayed Rawana in the final battle and freed his wife Sita.",-7.802257,110.359438,TP241.jpg
242,TP242,Rawana,1935,"Private Collection, Switzerland",,"Rawana, king of Alengka (Sri Lanka), was not only an awesome warrior himself but also the leader and role model of perhaps the most impressive alliance of demons to have ever existed. Among the greatest of them were those who were the offspring of sages and gods who had trysts with female raksasa, most who had mastered the ability of shapeshifting allowing them to take on all manner of beauteous forms. The richness of Rawana's brown complexion is the result of layering beginning with a gesso foundation, a reddish underlayer and chestnut brown outer surface While his eyebrows were once made of fur covered hide, the tight round curals of his moustache, beard and sideburns are carved directly into the wood. In the classical Hindu stories there is often an undercurrent that suggests that Raksasa psychology was often driven by a sense of low self-esteem and anger with the gods who looked down upon them even when the achieved great knowledge and power. This can be seen in one of the early episodes of the Ramayana, when Laksmana not only spurns the love-sick advances of Rawana's sister, Surpanaka, but also cuts off her nose for daring to think he would ever consider becoming her lover. After she reports the affront to Rawana he vows revenge, setting the drums of war into motion.",47.3769,8.5417,TP242.jpg
243,TP243,Raja of Alengka ,1935,"Museum Bali, Denpasar",,"This royal mask displays the full majesty and sheer physical and mystical power of Rawana, the villain of the Ramayana Epic. With gold arched eyebrows, headband, a flat top, facial lines and large tear drop earrings with floral motifs, the slight hint of a smile exudes an arrogant sense of humor and certainty that as master of numerous magical boons and weapons he is invincible. Certainly once part of a majestic Wayang Wong troupe serving the great lords of Badung, he is part of a lost glory.",-8.657398,115.218579,TP243.jpg
244,TP244,"Sorcecer King of Alengka, Sri Lanka",1930,"Private Collection, France",,"Despite being more subtle than some depictions of the villain of the Ramayana story, this dark faced image of Rawana is a grim reminder of how the dark power corrupt. With diamond shaped earrings, the agitated tight wiry curls around his mouth and crown are symbols of inner metaphysical powers.",46.227638,2.213749,TP244.jpg
245,TP245,Female Raksasa,1920,private  collection,,"Finely carved and painted with a lacquer-like polished surface, this mask is probably a portrait of one of Rangda's chief accolytes such as Nyi Lenda or her sister Nyi Lendi. A near identical mask collected by Swiss painter, Theo Meier on Bali before World War Two, is in the Basel Ethnographic Museum.",,,TP245.jpg
246,TP246,"Yaksa, Raksasa Warior",1930,"Private Collection, Mas",,"With a face bristling with fangs and tusks, not only around his mouth but also on his side cheeks and the top of his crown, the sheer force of the expres-sion and features of this red-faced demon warrior epitomizes the Balinese dread of the supernatural inhabitants of the Underworld. Such masks mark the merger of old exorcistic tribal traditions that pre-date Hinduism and Bud-dhism and Tantric rites, which flourished on Sumatra, Java and Bali during the Singosari and Majapahit eras.",-8.541481,115.27515,TP246.jpg
247,TP247,Raksasa Demon,1930,"Collection Nationaal Museum van Wereldculturen, Leiden",,"In the past, the largest Wayang Wong troupes were grand pageants with large casts of as many as one hundred dancers. While the main protagonists are well-known, there were also numerous minor characters (many of whom were considered the equivalent of extras) that are not easy to recognize. Now that the number of troupes and players has declined, taking with them many secrets, it is even more challenging to identify such masks. Nonetheless, a careful observation of the characteristics of this mask-with its reddish complexion, bulging eyes, bristling teeth and curly beard-reveals it to be a raksasa demon of royal descent, and henchman of Rawana, the sorcerer-king of Alengka.",52.164104,4.483984,TP247.jpg
248,TP248,Two Raksasa Demon,1980,"Private Collection, Mas",,"Up until the 1970s the masks made in the village of Mas were either traditional or some variation of the former left unpainted in the style of the modern wood sculpture style known as Pita Maha that flourished in the village in the 1930s. While the making of traditional masks and Pita Maha style sculpture continued, an increasing number of mask makers, such as Ida Bagus Anom and his older brother Ida Bagus Sutardja, the youngest and eldest sons of Ida Bagus Gelodog, began experimenting with new ideas that caught the imaginations of visitors. As demand grew so did the number of studios producing masks and before long Mas earned the reputation as being the 'village of masks', even if the majority of these were being made for export. As many of the makers learned basic English, they were also contacted by foreign artists and dancers who worked together to create new masks and plays.

While rooted in the tradition of Rangda and her accolytes, this pair of demons are early examples of this trend which is recognizable by their exaggerated sizes and expressions. Another new development was the use of real teeth (animal and human) and long curved boar tusks. While the majority of the masks were, like these, more horrific and shocking, others, such as those of Ida Bagus Sutardja, sought to depict more spiritual figures including goddesses. What is certain is that the beautiful polished patinas and natural pigments are can no longer be duplicated as the old laborious methnods of painting and gold leaf have given way to synthetic materials.",-8.541481,115.27515,TP248.jpg
249,TP249,Two Raksasa Demon,1980,"Private Collection, Mas",,"Up until the 1970s the masks made in the village of Mas were either traditional or some variation of the former left unpainted in the style of the modern wood sculpture style known as Pita Maha that flourished in the village in the 1930s. While the making of traditional masks and Pita Maha style sculpture continued, an increasing number of mask makers, such as Ida Bagus Anom and his older brother Ida Bagus Sutardja, the youngest and eldest sons of Ida Bagus Gelodog, began experimenting with new ideas that caught the imaginations of visitors. As demand grew so did the number of studios producing masks and before long Mas earned the reputation as being the 'village of masks', even if the majority of these were being made for export. As many of the makers learned basic English, they were also contacted by foreign artists and dancers who worked together to create new masks and plays.

While rooted in the tradition of Rangda and her accolytes, this pair of demons are early examples of this trend which is recognizable by their exaggerated sizes and expressions. Another new development was the use of real teeth (animal and human) and long curved boar tusks. While the majority of the masks were, like these, more horrific and shocking, others, such as those of Ida Bagus Sutardja, sought to depict more spiritual figures including goddesses. What is certain is that the beautiful polished patinas and natural pigments are can no longer be duplicated as the old laborious methnods of painting and gold leaf have given way to synthetic materials.",-8.541481,115.27515,TP249.jpg
250,TP250,Male Giants,1930,"Private Collection, Bali ",,"With prominent forward jutting teeth reminiscent of Barong Landung masks, this unusual pair lacks the extreme foreheads and black and white complexions of Jero Gede and Jero Luh. Obviously depicting a pair of giants, it is probable that they are a localized form of Barong Landung. They also bring to mind a report of a giant mask belonging to the Barong Landung family found in Denpasar that represented the glutton Cupak Appearing with Jero Luh and Sandaran masks, they were used to exorcize disease (de Zoete, Spies, 1938, 272).",-8.409518,115.188916,TP250.jpg
251,TP251,Female Giants,1930,"Private Collection, Bali ",,"With prominent forward jutting teeth reminiscent of Barong Landung masks, this unusual pair lacks the extreme foreheads and black and white complexions of Jero Gede and Jero Luh. Obviously depicting a pair of giants, it is probable that they are a localized form of Barong Landung. They also bring to mind a report of a giant mask belonging to the Barong Landung family found in Denpasar that represented the glutton Cupak Appearing with Jero Luh and Sandaran masks, they were used to exorcize disease (de Zoete, Spies, 1938, 272).",-8.409518,115.188916,TP251.jpg
252,TP252,"Ratu Adil, The Just and Noble Prince",1935,"Asian Art Museum, San Francisco",,"With naturalistic features suggesting western influence and an elaborate crown, paisley-shaped earrings inlaid with pieces of mirror and ivory teeth. this male image of a noble prince is based on Wayang Wong masks",37.780277,-122.41616,TP252.jpg
253,TP253,Sangut ,1933,"Collection Nationaal Museum van Wereldculturen, Leiden",,"With large, round eyes, a pointed snout and elastic mouth-and lacking eyebrows, teeth and mustache-this mask clearly gives the impression of a frog than a human. Sangut's name is from anggut, the Balinese word for someone nodding their head in agreement. A variation of this is nyangut, used to describe somewhat who always agrees in front of somewhat but complains from behind, an accurate description of Sangut's character.",52.164104,4.483984,TP253.jpg
254,TP254,"Uludawa , Younger Brother of Delem",1930,"Museum Bali, Denpasar",,"Both the mask of Sangut on the left and Delem on the right were made in Puri Gerenceng Palace in Denpasar. The facial color and jewelry, especially the large round ear plugs with four-petal flowers, of both masks is very similar. The real difference is the shape of their mouths. Whereas Delem's is round, Sangut's resembles an animal's muzzle for which reason he is also known as Uludawa or 'long snout"". Known for his quips and wit, Sangut often annoys his older brother Delem by reciting wise parables and reminding him of the better qualities of those on the side of right who have allied against their liege lord Rawana, particularly Prince Rama and his brother Laksmana.

Ultimately all four are inextricably connected as opposing halves in a greater cosmic drama that transcends good and bad.

The second image of Delem to the right, belonged to Marianne van Wessum, a wealthy Dutch heiress and close friend to Walter Spies and Rudolf Bonnet. She would act as the secretary of the Pita Maha artists association after it was found in 1936. With lotus flower earrings, thick gold leaf lines and a long droopy moustache it may have been made in Singapadu. She would kindly donate it to Museum Bali in the early 1950s.",-8.657398,115.218579,TP254.jpg
255,TP255,uludawa  ,1930,"Museum Bali, Denpasar",,"The long and pointy muzzle of this mask clearly shows why Sangut is also known as Uludawa (long snout). In comparison to masks of aristocratic ongin, those of the villages, like this example from Bualu, can be more forceful and animal-like. Made on a limited budget, village masks also tend to lack the expensive gold leaf and cinnabar seen on royal examples. Here we can see that starkness is a defining quality. With simple but strong lines. this Sangut could easily be described as lizard-like in both form and complexion.",-8.657398,115.218579,TP255.jpg
256,TP256,"Uludawa, younger brother of Delem ",1900,"Museum Bali, Denpasar",,"In contrast to his egotistical older brother, Sangut is a loquacious character whose banter careens between endless jokes and wise observations for instance, he once reminds his jealous brother that the children of wealthy persons are not necessarily any happier than the poor, as happiness comes from within, not without. Sangut's skinny frame contrasts with his great pot belly, while his small head sits atop a long neck and ends in a point emphasized by a shock of upright hair. Sallow of complexion, he has a long animal-like muzzle. Here he seems to be a happy-go-lucky figure with bright eyes, a friendly expression and open mouth. This mask is from Bualu Village which is located near the neck of the Bukit Peninsula, near today's Nusa Dua Hotel complex.",-8.657398,115.218579,TP256.jpg
257,TP257,Wana ,1930,"Museum Sonobudoyo, Yogyakarta",,"These two masks, together with those on the previous page, belong to the same set originally collected by the Java Instituut, which worked actively in Bali and Lombok, as well as Java.

They are now in the collection of the Sonobudoyo Museum in Yogyakarta. Consisting of two advisors to the hero Rama, Twalen and Wredah, and two to his adversary, Rawana, Delem and Sangut. Together the four are known as punakawan from the root words panah (to understand) and kawan (friend), thus those who understand their friends. On Bali they are often referred to as penasar from the root word dasar or foundation.

Despite their odd exteriors and comic antics, they are in essence spiritual advisors to kings and princes.",-7.802257,110.359438,TP257.jpg
258,TP258,Nephew of Jatayu,1900,"Museum Bali, Denpasar",,"Sempati is the nephew of Jatayu, the vulture who dies defending Sita as she is kidnapped by the evil king Rawana. A bird of celestial origin, Sempati lost his wings as a child as a result of an accident in a flying contest, in which he flew too close to the sun and his wings were burned off. Upon being informed of the death of his uncle Jatayu, Sempati weeps. He joins Rama's coalition of monkeys and bears (wanara), assembled to invade Alengka. However, being lazy of character, he always shows up late for meetings with Rama.

Sempati's ultra-graceful style of dancing is based on Balinese martial arts (pencak silat). As can be seen in this depiction, in some areas of Bali Sempati has not only lost his wings but also resembles a monkey more than a bird.",-8.657398,115.218579,TP258.jpg
259,TP259,Laughing Shaivite Sage ,1930,"Private Collection, Bali ",,"The role of wise and mighty sages, who spend most of their time far from the bustle of the courts and cities meditating with their students in forest ashrams, loom large in the Hindu tales of Bali. Awesome beings, often viewed such as Agastya, as incarnations of Lord Siwa himself, they are both dangerous and beneficent coming to the aid of humans in critical times, but also pronouncing terrible curses upon those who disturb them. Recognizable by their elaborate headdresses, seen here tumbling down the sides of his head, exposing black and white checkered kain poleng below, the celadon colored face of this great sage is crossed with merry wrinkles as he opens his mouth wide as if to pronounce a spell or words of wisdom.",-8.409518,115.188916,TP259.jpg
260,TP260,Sidakarya,1900,"I Made Nyarikan Sriada Family Temple, Denpasar ",,"With squinting eyes and a large toothy grin emphasized by bright red lips, the 16th century Javanese Buddhist priest, who wreaked havoc on the Eka Dasa Rudra ceremony being held at Besakih Temple under the auspices of Waturenggong and Danghyang Nirartha, strikes an enigmatic, if not frightening appearance. Black wrinkles and facial hair standout from his ghostly white complexion.",-8.65528,115.21734,TP260.jpg
261,TP261,Sidakarya,1930,"I Made Nyarikan Sriada Family Temple, Denpasar ",,"This image of a bucktoothed Sidakarya is considered one of the most sacred in the Sriada family temple. With a roundish face, slit eyes and a gaping mouth exposing his oversized teeth, he seems to be laughing with glee Sida-karya is a reminder that even the most unlikely characters can possess immense magical powers.",-8.65528,115.21734,TP261.jpg
262,TP262,Sidakarya,1920,"Museum Bali, Denpasar",,"As masks of other characters or types that fall into sometimes narrow visual parameters, artists have show great versatility in expressing their own vision of the men and women they are portray. Each of these Sidakarya masks shares a pale complexion, narrow curved eyes and big red mouths with oversized forward jutting teeth, yet each of them has its own unique pres-ence. With bushy black eyebrows and a matching unkempt moustache and goatee, the man on the upper left seems younger (Anecdotally the mask was bought for less than a dollar in 1936). In contrast, the white wisp of a beard of his neighbor belongs to an older man, an age more appropriate the original story. On this page, Sidakarya, described as a minister, assumes a more royal stature with golden jewelry, facial lines and better groomed hair. Smiling mischeviously, their intentions are not easy to read. Frits Liefkes, a well respected scholar and curator of antique furniture at the Rijksmuseum, was also a passionate lover of Indonesian art. After his death he would be-queath his considerable collection to the Ethnographic Museum in Leiden",-8.657398,115.218579,TP262.jpg
263,TP263,"Dalem Jujusan, Jojos",1930,"Museum Sonobudoyo, Yogyakarta",,"With a ghostly white round full face with deep blacked grooves, small almond-shaped eyes, pug nose, moustache and goatee, it is easy to understand why the guards at Gelgel Palace mistook Sidakarya as a wandering beggar. The name Dalem (king) Jusjusan, is a nickname derived from the word jojos for those suffering from dentals that jut forward as if they do not fit into the mouth.",-7.802257,110.359438,TP263.jpg
264,TP264,Sidakarya ,1959,"Museum Bali, Denpasar",,"This is another depiction of with wild unkempt hair and the wicked grin of someone looking for trouble. After being insulted by the guards of Wa-turenggong's palace, the Buddhist priest retreated to a village near Sanur that is now named after him. The mask was created by Dewa Putu Kebes and presented to the museum in 1959 shortly before his death. ",-8.657398,115.218579,TP264.jpg
265,TP265,Sidakarya Selem,1700,"National Museum of Indonesia, Jakarta",,"While the vast majority of depictions of Sidakarya have pale white faces, this black faced mask belongs to a rarer and more mysterious type. With upper and lower tusks, white eyebrows, no moustache and gold rimmed eyes, is noteworthy not only for its subtle beauty and expression but also because of the presence of a canggem, a wooden plug on the backside that allows the dancer to hold it in his teeth. It also indicates that the mask, like those in Blahbatuh and Ketewel, could date back to 16th century. Now in the National Museum in Jakarta, it may have been made in Gelgel. Several other ancient masks are found in the Bali Museum.",-6.176424,106.821815,TP265.jpg
266,TP266,Black Sidakarya as Mayadenawa ,1989,"Museum Bali, Denpasar",,"With a jet black complexion and adorned with gold and with long curved tusks like those of Jero Gede and Rangda, this mask was used to play the role of the reviled 11th century king, Mayadanawa, who was so-filled with self glory that he demanded that his subjects stop giving prayers and offerings to the gods and redirect them to him. His hubris would end in diaster and death.",-8.657398,115.218579,TP266.jpg
267,TP267,"Acolyte of Ratu Gede Mecaling, Sisya",1936,"Museum Bali, Denpasar",,"Rough-hewn and unpainted, with long disheveled locks made of raffia, these two masks exude a primal power that seems more tribal than Balinese. They were seen by Beryl de Zoete and Walter Spies in the 1930s during a visit to Nusa Penida, the arid island off Bali's south coast, in a performance that took place at the Pura Panataran Dalem Ped Temple. Feared as the abode of Jero Gede Mecaling, the temple is the most sacred on the island. In their book, de Zoete and Spies described the performance as the simplest form of the Barong Rangda Dance with a minimalistic plot recounting the invasion of South Bali by Rangda and her minions. The havoc they wreak is remedied by the creation of Jero Gede, the Barong (1938, 99). The mask on these two pages depicts one of Rangda's acolytes (sisya). With long tusks and large teeth, the fanged queen herself (Ratu Gede Mecaling) is seen on the next two pages. Both masks are illustrated in Dance and Drama in Bali (de Zoete, Spies, 1938, plate 112). Spies felt they were so important that he purchased and donated them to the Museum Bali in 1936 where they still can be seen.",-8.657398,115.218579,TP267.jpg
268,TP268,Acolyte of Rangda,19th century,"Museum Bali, Denpasar",,"Rangda and her disciples are usually immediately recognizable by their bulging eyes, tusks, flames and long tongues, the latter which are not present on any of the masks on these two pages. In some cases they have been lost, in others they may have never existed. The high eyebrows representing flames are typical for Rangda masks from Buleleng and Bangli. The first masks and statues collected on the island were from the north, which came under the suzerainty of the colonial government of Netherlands Indie in the middle of the 19th century and remained Bali's capital until 1958. It appears that her tongue was lost.",-8.657398,115.218579,TP268.jpg
269,TP269,Acolyte of Ratu Gede Mecaling ,1900,"Museum Bali, Denpasar",,"With intense dark pupils, swirling gold flames cut from water buffalo hide shooting out of the sides of her mouth, long upward-thrusting tusks and two prominent horns at the top of her head, this is an imposing mask of an unidentified member of Rangda's coven of witches. It was purchased for the museum on May, 15, 1936 for the price of three Dutch florins (equivalent to a little over one US dollar now). Sacred masks were never easy to buy. This temple mask was probably decommisioned and sold because it has been damaged. This would change when mask makers began accepting commissions.",-8.657398,115.218579,TP269.jpg
270,TP270,"Acolyte of Ratu Gede Mecaling, Sisya",1900,"Museum Bali, Denpasar",,"While most have conflated actual masks of Rangda with those of her many students, they, too, are important characters in their own right. Considered masters of the magic of the left, each of them each specialized in different branches of sinister spells and curses. They would join together in cemeteries and other luguber places at night and dance wildly in the presence of Ratu Gede Mecaling and Bhatari Durga, the goddess of the underworld. Inevitably they would be confronted by the Barong who would thwart their evil designs.",-8.657398,115.218579,TP270.jpg
271,TP271,"Acolyte of Ratu Gede Mecaling, Sisya",1930,"private collection, mas",,"Although she shares the same features as most of Rangd'a acolytes-a red complexion, curved tusks, fangs, protruding teeth, bulbous eyes and Bared nostrils this mask stands out for her nearly round face shape. She also lacks the characteristic long flaming tongue. The red pigment seems to be iron oxide, a cheaper substitute for cinnabar. Likewise, yellow paint has been used in place of gold leaf. It has been suggested that the mask is from a more provincial area, perhaps in the mountains. Nonetheless it is an unique and powerful example of the Balinese ability to play with forms and color even with simple materials.",-8.541481,115.27515,TP271.jpg
272,TP272,"Acolyte of Ratu Gede Mecaling, Sisya",1900,"Museum Radya Pustaka, Solo",,"This stunning image of another one of Rangda's disciple, vibrates with energy. She is white-faced, with strong curvaceous features, graduated coloring and thin wiggly lines running up her nose. Her flared nostrils are nearly as large as her pupils, while her tusks are crisscrossed like miniature swords. Her royal blood is symbolized by her crown, and her magical powers are alluded to by the large golden ornament (urna) inlaid with a ruby on her forehead, akin to a third eye. According to Made Bandem, the mask is the work of I Gusti Putu Kandel, of Puri Abasan Palace",-7.568643,110.814418,TP272.jpg
273,TP273,"Acolyte of Ratu Gede Mecaling, Sisya",1930,"Private Collection, United States",,"With a slanted face and elongated teeth and flaming eyebrows, this mask is an extreme example of a style that prevailed in Bangli and Buleleng, whose histories have been culturally and artistically intermingled for centuries. With virtually no forehead and an animal like demeanor, the mask has a primal power free of those of the more regal made in the courts of South Ball.",40.7128,-74.006,TP273.jpg
274,TP274,"Sandaran, Male Sandaran, Gandharva",1930,"Museum Bali, Denpasar",,"While Telek is the name used in Denpasar, the people of the beach village of Sanur, which has long been dominated by members of the priestly caste (brahmana), prefer Sandaran. Whereas the origin of telek is unclear, sandaran is derived from Gandharva, the Sanskrit name of a celestial race of males. They, like apsarum, are famed musicians and entertainers, who serve the gods. Gandharva are also relatives of Yaksha (from whence raksasa), usually dangerous nature spirits of demonic origin, which is not true of apsarum. This particular mask with its haughty expression and wavy moustache leaves little doubt of its sex.",-8.657398,115.218579,TP274.jpg
275,TP275,"Sandaran, Gandharva",1930,"Museum Bali, Denpasar",,"This animated and powerful mask with a perfect white complexion, dark hair, red-line eyes, scarlet lips and pearly teeth belongs to a rare class of Sandaran masks with large ears extending out from the sides of the mask like those of the Barong Landung. While determining the sex of Telek and Sandaran masks is no simple task, those with moustaches, as well as those with large comucopia shaped-earrings, the same worn by Jero Gede, are worn only by men in contrast to women who wear subeng earplugs.",-8.657398,115.218579,TP275.jpg
