no ,id_topeng ,nama_topeng,tahun ,lokasi ,alamat lengkap,deskripsi,latitude,longitude ,Image 
67,TP067,"Raden Wijaya, Kertarajasa Jayawardana",-,"Collection Nationaal Museum van Wereldculturen, Leiden",,"In Topeng Pajegan and Panca, Arsa Wijaya or Dalem is usually the archetype of the just ruler, used to play any number of historical roles. Although this mask is described in museum records as Arsa Wijaya, in this case it is a reference to Raden Wijaya, the founder and first raja of the Majapahit Empire. Here Raden Wijaya is shown in full glory as a handsome high noble resembling Rama, the hero of the Ramayana Epic. He has a white complexion, well-formed features and bright eyes. His immaculately curved moustache and full red lips dis-play his vigor. The two large golden ornaments encrusted with rubies (urna, cudamani) above his third eye symbolize his inner mystical power (sakti) and royal status. He is crowned by a ring of golden flowers. This mask belongs to a special class of sacred masks known as Topeng Wali or Bebali. They are performed only on special occasions, such as at the investiture ceremonies of high priests (pedanda). These ceremonies involve the ritual death of the candidate and his rebirth as priest, who is given a new name and thereafter considered twice born (dwijati).",52.164104,4.483984,TP067.jpg
68,TP068,Dalem Arsa Wijaya,1940,"I Made Nyarikan Sriada Family Temple, Denpasar ",,"Dalam masks are used to represent princely heroes appearing in any number of historical tales. The name of I Nyoman Kaler, the son of Sriada is inscribed in Balinese inscription on the back of the mask. Like his father Kaler was a renowned mask dancer.",-8.65528,115.21734,TP068.jpg
69,TP069,Raden Panji,1900,"National Museum of Indonesia, Jakarta",,"The Malat Cycle, a 12th century medieval poem, consists of several stories about Panji Amalat Rasmi, the king of Jenggala, and his wife, Princess Dyah Ratna Merta, queen of Kediri. In one, the crown prince Panji denounces his titles and leaves the kingdom after his father refuses to allow him to marry the girl he loves. Worried by his absence, the king sends Kebo Angun-Angun to find his son. His search is fruitless but as he returns he encounters a man, Carang Naga Puspa, who provokes an argument that nearly erupts into a fight before Angun-Angun realizes that he is Panji in disguise. After the king relented and allowed him to marry Dyah, Panji would finally return to Janggala and later ascend the throne, appointing Angun-Angun, shown here as a mature, but somewhat tired aristocrat of high standing, as his prime minister.

Accessioned to today's National Museum at an early date, an inscription on the back of the mask to the left reads, ""made by Ida Bagus Putu Rai of Tabanan"" followed by a mantra, ""May the spirit of Siwa and Pasupati invest this mask with magical power (taksu)."" In addition it identifies this exquisite depiction of a vigorous and handsome young aristocrat as Dalem Panji or King Panji. With intense but compassionate eyes, well-formed features, a dashing moustache, open smiling mouth, red lips and pearly teeth, the portrait is a masterpiece. It is an all the more remarkable find because it is the creation of a previously unknown master from Tabanan, a regency not well known for mask making, sobering proof how much more there is to learn about this ancient art. While now largely sidelined, it should be remembered that the Malat Cycle so resonated with the people of Southeast Asia that it influenced performance arts not only on Java and Bali but also Sumatra, Sulawesi, the Malay Peninsula, Thailand and",-6.176424,106.821815,TP069.jpg
70,TP070,Dalem Sidakarya,1900,"National Museum of Indonesia, Jakarta",,"The use of multiple parallel lines on this mask are reminiscent of the 16th century Semar masks of Blahbatuh.

The same set also includes the earliest example of the Sidakarya type, a strange man with a scrunched up face, narrow curved eyes and buckteeth, which is identified not as Sidakarya but I Dewa Tarukan (vol. 1, pages 146-147), a Balinese historical figure who has nothing to do with the Javanese Buddhist priest, who cursed the Eka Dasa Rudra.",-6.176424,106.821815,TP070.jpg
71,TP071,Dalem Sidakarya,1900,"Museum Bali, Denpasar",,"As masks of other characters or types that fall into sometimes narrow visual parameters, artists have show great versatility in expressing their own vision of the men and women they are portray. Each of these Sidakarya masks shares a pale complexion, narrow curved eyes and big red mouths with oversized forward jutting teeth, yet each of them has its own unique pres-ence. With bushy black eyebrows and a matching unkempt moustache and goatee, the man on the upper left seems younger (Anecdotally the mask was bought for less than a dollar in 1936). In contrast, the white wisp of a beard of his neighbor belongs to an older man, an age more appropriate the original story. On this page, Sidakarya, described as a minister, assumes a more royal stature with golden jewelry, facial lines and better groomed hair. Smiling mischeviously, their intentions are not easy to read. Frits Liefkes, a well respected scholar and curator of antique furniture at the Rijksmuseum, was also a passionate lover of Indonesian art. After his death he would be-queath his considerable collection to the Ethnographic Museum in Leiden",-8.657398,115.218579,TP071.jpg
72,TP072,"Delem, Chief Advisor to King Rawana",1930,"Museum Bali, Denpasar",,"Both the mask of Sangut on the left and Delem on the right were made in Puri Gerenceng Palace in Denpasar. The facial color and jewelry, especially the large round ear plugs with four-petal flowers, of both masks is very similar. The real difference is the shape of their mouths. Whereas Delem's is round, Sangut's resembles an animal's muzzle for which reason he is also known as Uludawa or 'long snout"". Known for his quips and wit, Sangut often annoys his older brother Delem by reciting wise parables and reminding him of the better qualities of those on the side of right who have allied against their liege lord Rawana, particularly Prince Rama and his brother Laksmana.

Ultimately all four are inextricably connected as opposing halves in a greater cosmic drama that transcends good and bad.

The second image of Delem to the right, belonged to Marianne van Wessum, a wealthy Dutch heiress and close friend to Walter Spies and Rudolf Bonnet. She would act as the secretary of the Pita Maha artists association after it was found in 1936. With lotus flower earrings, thick gold leaf lines and a long droopy moustache it may have been made in Singapadu. She would kindly donate it to Museum Bali in the early 1950s.",-8.657398,115.218579,TP072.jpg
73,TP073,"Melem, Advisor to Rawana",1930,"Museum Bali, Denpasar",,"Both the mask of Sangut on the left and Delem on the right were made in Puri Gerenceng Palace in Denpasar. The facial color and jewelry, especially the large round ear plugs with four-petal flowers, of both masks is very similar. The real difference is the shape of their mouths. Whereas Delem's is round, Sangut's resembles an animal's muzzle for which reason he is also known as Uludawa or 'long snout"". Known for his quips and wit, Sangut often annoys his older brother Delem by reciting wise parables and reminding him of the better qualities of those on the side of right who have allied against their liege lord Rawana, particularly Prince Rama and his brother Laksmana.

Ultimately all four are inextricably connected as opposing halves in a greater cosmic drama that transcends good and bad.

The second image of Delem to the right, belonged to Marianne van Wessum, a wealthy Dutch heiress and close friend to Walter Spies and Rudolf Bonnet. She would act as the secretary of the Pita Maha artists association after it was found in 1936. With lotus flower earrings, thick gold leaf lines and a long droopy moustache it may have been made in Singapadu. She would kindly donate it to Museum Bali in the early 1950s.",-8.657398,115.218579,TP073.jpg
74,TP074,"Delem, Advisor to Rawana",1930,"Museum Bali, Denpasar",,"Wayang Wong depictions of the punakawan clowns who serve Prince Rama and King Rawana, the implacable rivals of the Ramayana Epic, are often liberally painted with cinnabar and gold leaf. As a prosperous royal capital enriched by enormous rice fields and trade, the lords of Denpasar were great patrons of the arts. Sadly, the once great Wayang Wong troupes of the past began waning in the late 19th century and largely crash with the colonial era. While Wayang Wong masks were still being produced, the troupes that wore them had largely disappeared by the end of World War Two.",-8.657398,115.218579,TP074.jpg
75,TP075,Bilung ,1930,"Museum Sonobudoyo, Yogyakarta",,"Wearing large golden rondels (subeng) in his earlobes and with a hint of a smile and his lips, this is one of the more flattering depictions of Delem, chief advisor to the villainous Rawana. Scorned for his pompous ignorance and vainglorious arrogance, time and time again Delem's whisperings to the monarch inevitably result in disaster. On the opposite page an amused grey faced Twalen with a wrinkled forehead and pug nose looks downwards as if he is studying some object. As all the Wayang Wong in the collection of Sonobudoyo Museum, these masks were original bought by the Java Instituut. While the chances are that they were made in Denpasar, the wealthy and cultivated capital of Badung, they also resemble the royal style of Klungkung not surprising because of the lively cultural exchange among traveling dance troupes and dancers whose fame began spreading beyond",-7.802257,110.359438,TP075.jpg
76,TP076,"Melem, Advisor to Rawana",1930,"Private Collection, USA",,"With an animal-like face resembling a frog, Delem is the main advisor to the evil protagonist in multiple stories. Vain and full of himself, Delem does all he can to please his lord, often leading him straight to disaster. He is one of four clown-like figures that appear in the dances-two on the side of good, and two on the side of evil. All four serve several important functions during performances, including the translation of the stories into the vernacular, and above all, the use of slapstick comedy and bawdy banter to offset the serious undercurrents of the main narrative.",37.774929,-122.419416,TP076.jpg
77,TP077,Dewi Sita,1935,"Asian Art Museum, San Francisco",,"The famed Mas school of polished wood sculpture, began in 1930 when Ida Bagus Gelodog and his younger cousin, Ida Bagus Njana, following the encouragement of their close friend Walter Spies began experiment-ing carving in a modernistic style that unlike most traditional Balinese sculpture was left unpainted. During his pre-war career, Gelodog, also made unpainted masks as objects d'art. Images of Rama and Sita mark the epitome of physical and spiritual male and female beauty as here captured by this master artist. These two masks, along with a third on the next page are carved of sandalwood. Rare, fragrant and expensive, they have been a special commission by the well known Austrian author, Vicki Baum, who visited Bali in 1935.",37.780277,-122.41616,TP077.jpg
78,TP078,"Princess Sita, Wife of Rama ",1938,"Private Collection, Bali ",,"This exquisite mask is attributed to the master carver and high priest, Ida Pedanda Sidemen of Sanur. It is testimony of his ability to strike a perfect balance between realism and idealism. The features, round well-drawn face, languid eyes, arched eyebrows, shapely lips with a slight hint of a smile, finely coiffed hair, held back with a gold hair band and large round earplugs (subeng), create a beneficent aura of grace and elegance. Liter-ally speaking Sita is the archetype of Balinese female beauty connected to a long list of goddesses including Dewi Sri, Parwati and Prajnaparami-ta. This mask was presented as gift by President Sukarno, to one of his secretaries in the 1950s.",-8.409518,115.188916,TP078.jpg
79,TP079,Dian Rayak ,1930,"Museum Sonobudoyo, Yogyakarta",,"Son of the raksasa demon, Sri Jaya Pangus, and Dewi Danu, the goddess of Lake Batur, Sri Mayadenawa was a mighty practitioner of the dark arts which he used to establish hegemony over Bali and the neighboring islands in the 11th century. As his power grew so did his arrogance. Believing himself invincible, he ordered the populace to make offerings and prayers to him rather than the gods and ancestors. This so enraged the priest, Mpu Sangkul Putih that he mounted Gunung Agung and asked them to intervene. Confronted with the army of Indra, the king of the gods, Mayadenawa fled to Tampaksiring and resorted to magic to throw his pursuers off his path. In the end, he would take on the form of jungle fowl (manuk), but was finally trapped and killed. Villainized as the epitome of evil (adharma), his defeat is celebrated every 210 days during the Galungan-Kuningan Festival. In an alternative reading, it has been speculated that Mayadenawa was a Buddhist who sought to break the monopoly of the Shaivite priests.",-7.802257,110.359438,TP079.jpg
80,TP080,Patih GadjahMada ,1700,"Private Collection, Bali ",,"The early dating of this powerful dark-complexioned char-acter is based on the presence of a canggem, a wood-en mouthpiece on its backside. This is inserted into the mouth of the dancer, so he can bite on it and hold it close to his face. It is an archaic feature found only on the oldest of masks, such as the 16th century masks of Blahbatuh. Depicting a forceful prime minister (Patih Deling Keras) of dark complexion the fine execution of the mask and the quality of the materials, ascertains a courtly origin. It is possible that it was once used as a sacred mask in a historical play (Topeng Wali or Bebali Babad) and made during the rule of the Gelgel Dynasty.",-8.409518,115.188916,TP080.jpg
81,TP081,Gadjah Mada,1938,"Griya Danginan, Mas (Griya Gede Mas) ",,"As several other masks of Gadjah Mada, Gelodog has envisioned the prime minister of the Majapahit Empire as a cunning dark-skinned, middle-aged man of intelligence. The mask was made and worn by Gelodog, who was also a renowned dancer, before the war.",-8.54362,115.26985,TP081.jpg
82,TP082,Prime Minister of Majapahit,1956,"Private Collection, Mas",,"This mask is based on a drawing of a 14th-century Majapahit-era terracotta head made by artist Henk Ngantung before World War Two The Indonesian poet, journalist and fervent nationalist Mohhamad Yamin identified the head as a portrait of Gadjah Mada, the famed Majapahit prime minister who uttered the Palapa Oath-a declaration of his intention to unite Indonesia-at his inauguration. With a brown complexion, large bulbous nose, serious expression and square, corpulent face, Gadjah Mada appears as a determined and experienced middle-aged man. His aspect here is in notable contrast to the 17th-century Gadjah Mada mask of Blahbatuh, where he resembles a young Javanese prince.",-8.541481,115.27515,TP082.jpg
83,TP083,Prime Minister ,1950,"Collection Sanggar Seni Kakul, Batuan",,"Here the wise and cunning prime minister of the 14th century Majapahit Empire, Gadjah Mada appears as a young man with a white complexion. The mask was presented to the famed dancer and mask maker, I Nyoman Kakul, by I Dewa Putu Oka Geg, the raja of Klungkung.",-8.584877,115.277934,TP083.jpg
84,TP084,Prime Minister,1934,"Museum of Puro Mangkunegaran, Solo ",,"One of the more remarkable portraits of Prime Minister Gadjah Mada, we meet a mature and capable man wear-ing a golden crown with floral motifs. His thick eyebrows, sideburns and moustache emphasize his masculinity and authority. The image stands out in contrast to the mask in Blahbatuh and gruff figure proposed by Slamet Maulana.",-7.566756,110.823071,TP084.jpg
85,TP085,Prime Minister,1920,"Collection of the Griya Pidada Family Temple, Klungkung ",,"Wearing an elaborate floral crown, despite his ample facial hair and robust appearance, here Kerebuak has chosen to portray the famous prime minister as a handsome noble with a light complexion and intelligent, kind demeanor, which contrasts with the visualizations of this exceptional man by other mask makers, most many seem to have preferred images of stout, even knarly older men with determined expressions. These variations also mirror the many undercurrents and attitudes concerning Gadjah Mada, who was after all an imperialist and invader who resorted to overwhelming power and trickery to overcome the native Balinese forces. Nonetheless, as was the case with Pasung Grigis, Gadjah Mada, a force that could not be resisted.",-8.535487,115.406221,TP085.jpg
86,TP086,Patih Sira Gadjah Pagon,1800,"Collection Nationaal Museum van Wereldculturen, Leiden",,"Sira Gadjah Pagon was a high noble in the court of the Singosari Kingdom. After its last king, Kertanegara was murdered by the rebel Jayakatwang, Sira become of one the nine knights who swore allegiance to Kertanegara's son-in-law, Raden Wijaya After and arduous struggle against the rebels and army of Genghis Khan, the victorious knights established the Majapahit Empire with a new capital at Trowulan. Sadly Sira Gadjah Pagon did not take part in the new kingdom. Monstrously disfigured in battle, he instead retreated to an isolated village to heal. This proved to be a blessing in disguise because it prevented him from being dragged into the ensuing power struggles at the court. Despite his deformed exterior, Sira Pagon was happily married and sired children. The most famous of them was Gadjah Mada, who joined the Majapahit court during the rule of its second raja, Jayanegara. Cunning and capable he was later appointed prime minister and regent to the underage Hayam Wuruk who would go on to rule over forty years. A true golden age, the period saw the blossoming of many of Indonesia's greatest artistic traditions.",52.164104,4.483984,TP086.jpg
87,TP087,Galuh ,1938,"Collection Nationaal Museum van Wereldculturen, Leiden",,"While the Barong Landung is best known for its two main figures-the black-faced Jero Gede and his white-faced wife, Jero Luh-in certain areas in the region of Denpasar, these giant puppets are joined by their children and other personages. The group wan-ders through village streets at the end of the Galungan-Kuningan festivities, spreading mirth with their quirky movements and bawdy call-and-response couplets.

These two resplendent masks show Mantri, the son who's name implies that he is well-educated, and Galuh, or princess. In contrast to their odd-looking parents, they appear to be handsome aristocrats. Their status is emphasized by the light color of their skin (flesh-tone and cream), and large golden ear ornaments: Mantri's are pais-ley-shaped while Galuh wears round earplugs (subeng). In addition, Galuh wears a beautiful crown encrusted with jewels that rises above her hairline. What they do share with Jero Gede and Luh are a pair of extremely large ears that point out to the side. This may have to do with a prevailing belief in Eastern countries that large ears are a sign of intelligence and good character.",52.164104,4.483984,TP087.jpg
88,TP088,Garuda ,1900,"Collection Nationaal Museum van Wereldculturen, Leiden",,"Garuda, the mythological half-man, half-eagle, is the son of the great sage Resi Kasyapa and his wife Winata. He is closely associated with Wisnu, the god of kingship, who is frequently seen riding on his back. Garuda appears in several sacred texts including the Mahabharata. In one story he sneaks into heaven to steal amerta, the elixir of immortality, in order to free his mother. He is challenged by and defeats Indra, the king of the gods, before peace is restored. Here Garuda is depicted with a green complexion. Often compared with the sun, he is shown with golden horns, eyebrows and an open beak exposing his sharp teeth and fangs. His royal status is seen in his tear-drop shaped earrings. This mask was collected in the vicinity of Ubud in 1920 BY H.T. Damsté who was the resident (equivalent of a governor) of Bali from 1919-1923.",52.164104,4.483984,TP088.jpg
89,TP089,Garuda ,1935,"Private Collection, Bali ",,"With light green colored feathers, particular large round eyes, butterfly-shaped ears and a long tongue, this is another classic example of Garuda. Although the attempt of his cousin, Jatayu, to stop Rawana's kidnapping of Sita, is better known and critical to the plot, in a more obscure episode of the story, Garuda saves the lives of Rama and Laksmana from certain death after they were bitten by magical snake-arrows (Nagapasha) shot by Rawana's son Indrajit. To save them, Wibisana, created countless incarnations of Garuda, each which attacked the snake arrows before they could hit. So, too, Anoman would fly to the Himalayas to seek the antidote to the poison.",-8.409518,115.188916,TP089.jpg
90,TP090,"Kapi Gawakasa, Son of Surya",1900,"Museum Bali, Denpasar",,"Known as Kapi Handoko on Java, Gawaksa is the creation of the sun-god Surya. With the body of a monkey, his head is either that of a banteng, a species of wild and domesticated cattle native to Indonesia, or a wild boar. A brave warrior, he is a member of the wanara army commanded by Sugriwa that invades Alengka with Prince Rama. This mask is in the style of the Pemedilan or Pemecutan District of Denpasar.

Sadly, active Wayang Wong troupes are no longer found within the precincts of Badung (the Balinese name for the once-powerful kingdom of Denpasar). It is possible that their sudden demise was directly or indirectly linked to the fall of their royal patrons in 1906, when Dutch colonial forces invaded Badung. The invasion resulted in the utter destruction of the Pemecutan and Denpasar palaces, which were set afire by their rulers to prevent the invaders from seizing their wealth.",-8.657398,115.218579,TP090.jpg
91,TP091,Frog Prince,1960,"Museum Bali, Denpasar",,"Animal masks, including those of frogs, are part of older traditions in mask dance. Groups of animals would engage in amusing antics to provide comic relief to the often long and convoluted plots of serious historical dances.

The Wayang Wong Ramayana is a good example of this convention, as the monkeys and other beasts often perform entertaining dances. While it is difficult to say when exactly such frog masks-with jaws that could open and close to create clackiing sounds were first seen by Westermers, it did not take long for the Balinese to realize that they were a hit, leading to the creation of a new dance form dubbed the Frog Prince. One of the earliest and most famous frog mask-makers was I Dewa Putu Kebes of Batuan Village, Gianyar. This wonderful example, with a jointed lower jaw to allow movement, has a yelllowish complexion with black dots. Incongruously, it also has a row of teeth. It is one of several masks donated by the artist in 1959.",-8.657398,115.218579,TP091.jpg
92,TP092,Hari Menda Singa-Lion,1900,"Private Collection, Mas",,"While illustrating the same character, Hari Menda, these two masks are from different backgrounds and dance forms. Black with mottled golden spots, the elaborate perforated lion's mane above is decorated with mirrors. The extensive use of gold leaf and delicate painting indicate that it was from a royal Wayang Wong set probably in the vicinity of Singapadu. While equally exuberant, the second mask, which is white with black spots, perhaps inspired by leopards, is far more folkloric. It belongs to the Barong Dingkling dance performed in certain villages in South Bali after the Galungan-Kuningan ceremony has ended. It is also known as Blas-Blasan, literally 'to jump around', a referral to the animated antics of the dancers. Also based on the Ramayana story, wear Wayang Wong masks, however, rather than perform in a set arena, the wander around the village dancing and jumping to the delight of the children.",-8.541481,115.27515,TP092.jpg
93,TP093,Hari Menda Singa-Lion,1930,"Private Collection, Denpasar",,"While illustrating the same character, Hari Menda, these two masks are from different backgrounds and dance forms. Black with mottled golden spots, the elaborate perforated lion's mane above is decorated with mirrors. The extensive use of gold leaf and delicate painting indicate that it was from a royal Wayang Wong set probably in the vicinity of Singapadu. While equally exuberant, the second mask, which is white with black spots, perhaps inspired by leopards, is far more folkloric. It belongs to the Barong Dingkling dance performed in certain villages in South Bali after the Galungan-Kuningan ceremony has ended. It is also known as Blas-Blasan, literally 'to jump around', a referral to the animated antics of the dancers. Also based on the Ramayana story, wear Wayang Wong masks, however, rather than perform in a set arena, the wander around the village dancing and jumping to the delight of the children.",-8.655935,115.216823,TP093.jpg
94,TP094,The High Priest's Servant (Abdi Pedanda),1920,"Museum Bali, Denpasar",,"A servant to the high priest, I Baru is a type of comic Bondres figure whose main duty is to carry all the ritual paraphernalia of his master. The skull-like appearance of this red-hued mask is emphasized by the rows of grooves representing deep wrinkles, gaping eye holes, a pug nose and a broad mouth with a full row of widely-spaced upper teeth. The lower jaw is hinged, allowing the dancer to move it and banter.",-8.657398,115.218579,TP094.jpg
95,TP095,I Gede Basur ,1936,"Private Collection, United States",,"A refined minister in the 11th Udayana court by day, I Gede Basur, was a secret practitioner of magic, which he surreptiously used to advance and enrich himself unbeknowst to his peers. One time after a pretty village girl and her father refused to marry his ugly son because she was bethrothed to another, he cast a spell of pestilence on her entire village that caused them all to die. Basur would meet his match in the form of Ni Garu, a plain looking silly girl who fell hopelessly in love with his son, I Tigaron, who cruelly humiliated her for daring to think she was his equal. Overcome with shame the girl flees to the cemetery to kill herself where she encounters Bhatari Durga, the goddess of the underworld, who invites her to become a member of her witches; coven. Developing amazing powers, she would challenge and defeat Basur and expose him as a sorceror. Here Basur is shown in a demonic form with a greenish pallor, broad nostrils, wild hair and enomrous red lips with black and white teeth. Ironically he closely resembles the yellow faced Garu who shares the same intense expression and enormous lips. Both masks are from the same maker.",40.7128,-74.006,TP095.jpg
96,TP096,Pemayun ,,"Collection of the Griya Pidada Family Temple, Klungkung ",,"I Gusti Dauh Bale Agung was a renowned Balinese author who studied under Danghyang Nirartha, the influential Javanese high priest responsible for the reformation and unification of Balinese religion during the 16th century. This period, under the Gelgel Dynasty, was renowned for the blossoming of the arts in Bali. Bale Agung's name is mentioned in various palm-leaf manuscripts dating from the reign of Dalem Bekung, who succeeded his father Dalem Waturenggong around 1564.",-8.535487,115.406221,TP096.jpg
97,TP097,I Gusti Pande Base,-,"Private Collection, France",,"The fierce intensity of this red-faced minister whose eyes bulge out from deep sockets strong features reminiscent of a skull speak deeply about the ability of Bali's best mask makers to envision even minor historical char acters with vibrant emotional characteristics that could immediately impact audiences. I Gusti Pande Base was a highly capable and suspicious minis-ter in the court of the Dewa Agung, ruler of Klungkung. When it came to his attention that Ki Gusti Telabah, a dashing young knight from Badung, was a frequent visitor, he decided to investigate. After discovering that he was having an affair with one of Dewa Agung's wives, he cleverly exposed him in court by bringing attention to a golden ring with a ruby Telabah was wearing When the king saw it, he realized that it was a gift he had presented to his wife. It was Base who would mercilessly hunt down Telabah and execute him. Because this mask, originally attributed to Ida Pedanda Sidemen of Sanur, is dated 1858 on the back, the assumption is that it was made by his teacher Ida Bagus Lanang Banjar.",46.227638,2.213749,TP097.jpg
98,TP098,I Gusti Telabah,-,"Museum of Puro Mangkunegaran, Solo ",,"A dashing and handsome dancer from Tabanan, I Gusti Telabah, was invited to perform at the court in Klungkung. Soon, afterwards he became a frequent visitor. Suspicious that something was up. I Gusti Pande Basa, discovered that he was having an affair with one of the king's concubines He would expose him at court by admiring a ring with a ruby worn by Telabah. As the king had given it as a present to his concubine, an order was given to put him to death. After hiding in Kuta, Telabah was finally killed but only after several botched attempts",-7.566756,110.823071,TP098.jpg
99,TP099,"Megananda, Son Of Arwana",-,"Private Collection, France",,"As his father, whom he closely resembles, Indrajit is full of confidence and arrogance. It is the ancient moral tale of mortals striving for invincibility and immortality only to stumble and fall. The independent kingdom of Bangli was one of many smaller states that emerged on Bali in the 17th century after the demise of the Gelgel Dynasty. Landlocked, it developed close relations with Buleleng Kingdom in the north explaining why the Wayang Wong set in Tejakula, North Bali, was said to be made by I Gusti Ngurah Ketut Jelantik of Bangli. Celebrated for being vigorous and expressive, Bangli is still a mask making center",46.227638,2.213749,TP099.jpg
100,TP100,Megananda ,-,"Museum of Puro Mangkunegaran, Solo ",,"Executed in the classic style of Klungkung, where Balinese Wayang Wong as we know it came into being in the 16th century, the mask depicts Megananda, the son of Rawana, the sorcerer king of Alengka and villain of the Ramayana story. At the time of his birth, his father, who was in deep meditation, instructed his brother Wibisana, to ensure the birth of a boy, as a girl would mark the end of his dynasty. Wibisana did this by conjuring up Megananda from the sky, explaining the blue color of his face. The mask was presented to Adipati Mangunegaran VII of Solo by his close friend, I Gusti Bagus Jelantik, the viceroy of Karangasem, who knew of his great love of mask dance. Over the decades before the outbreak of World War Two, Jelantik would sponsor dances and present masks, usually from Klungkung, to his friend.",-7.566756,110.823071,TP100.jpg
101,TP101,"I Gusti Jambe Pule, Kiyai Gede Raka ",1920,"Museum of Puro Mangkunegaran, Solo ",,"This magisterial mask with a gold cross surrounded by stars on his crown and light flesh colored skin, represents the founder and ruler (1660-1683) of Denpasar's illustrious Pemecutan Dynasty. This occurred after Jambe Pule was awarded a magical whip (pecut from which the name Pemecutan) and blowpipe (tulupan) by Dewi Danu, the goddess of Lake Batur, in honor of the deep meditations and austerities he performed on the slopes of Batur Volcano, mountain of the same name. After I Gusti Maruti, murdered his cousin, Dalem Di Made, the rightful raja of Gelgel, Jambe Pule was one of a coalition of princes who brought the coup d'etat to an end. The mask was photographed by scholar Claire Holt in 1926",-7.566756,110.823071,TP101.jpg
102,TP102,Jatayu ,-,"Collection Nationaal Museum van Wereldculturen, Leiden",,"This is a mask of Jatayu the vulture, who played a vital role in the Ramayana epic.

The story goes that while attempting to stop Sita's abduction by the evil sorcerer-king Rawana, Jatayu's wings were clipped and he was fatally wounded. He heroically managed to stay alive until Sita's husband Rama and brother-in-law Laksmana arrived. As he lay dying, Jatayu named Rawana as the perpetrator and informed the brothers that he had taken Sita south to his kingdom of Alengka (Sri Lanka).

This set in motion the epic battle to defeat Rawana and rescue Sita. Complete with a perforated gilded leather crown, the mask shows Jatayu staring alertly into the distance.",52.164104,4.483984,TP102.jpg
103,TP103,Jatayu the Vulture,-,"Museum Sonobudoyo, Yogyakarta",,"For the greater part, Jatayu is white, perhaps a reference to white as the color of mourning. Despite being scavangers who are often found in the vicinity of burial and burning grounds, vultures are respected for the valuable role they play in the cycle of life. While worn from use, the undulating shape of the bird head is reflects the Balinese sophisticated sense of form. Like all of these masks, the ears have been carved separately and attached with cord to the main mask. The tongue, too, is a separate piece of wood that can be moved by the dancer to lively effect. While their beaks are held wide open they are not hinged or movable like the barong.",-7.802257,110.359438,TP103.jpg
104,TP104,Jatayu the Vulture,-,"Collection Nationaal Museum van Wereldculturen, Leiden",,"With an unusual turquoise colored face and a row of real feathers as eyebrows and a three pronged crown, this is a rather unusual mask of Jatayu. Made in Batuan, it nonetheless stays true to a canon or art that dates back all the way to medieval Java. Batuan, having produced many of Bali's greatest dancers, has been a great center of the arts since the 17th century kingdom of Sukawati. This mask was once owned by the renowned dancer Pan Ruju.",52.164104,4.483984,TP104.jpg
105,TP105,The Vulture Jatayu or Garuda,-,"Private Collection, Great Britain ",,"Long and elegant, this white-faced, sharp-beaked bird most probably represents Jatayu, the mythological vulture from the Ramayana. In the story, Jatayu heroically attempts to come to the rescue of Princess Sita as she is being kidnapped by Rawana, the raksasa-king of Alengka (Sri Lanka). As he lies dying, he sets the main events of the Ramayana Epic in motion by telling Prince Rama about the abduction of his wife.

With golden teeth, bushy eyebrows and large, unusually shaped eyes, this is an example of early precolonial Balinese mask-making at its height. Because of its shape, it has also been suggested that the mask was once placed on the head of a large royal kite in the shape of a bird (janggan). Spanning three or more meters in width, with cloth tails up to 60 meters long billowing in the air behind them, these magnificent aircraft were flown in great competitions off Sanur Beach from June to August, riding on the powerful cool breezes of the eastern monsoon.",51.507217,-0.127586,TP105.jpg
106,TP106,Frowning Jauk Keras ,-,"I Made Nyarikan Sriada Family Temple, Denpasar ",,"Orange-faced, with raised eyebrows, tense wrinkled forehead, flared nostrils and open mouth, this unusual Jauk Keras may actually be a Penamprat, an evil character who appears during various sacred dances to drive away the beneficent Telek. Although he was not a mask maker himself, the renowned Sriada was often gifted masks by others as thanks. As here, he usually wrote the name of the maker, in this case, I Rentuh, who is otherwise unknown, on the back side.",-8.65528,115.21734,TP106.jpg
107,TP107,Royal Jauk Keras,-,"Collection Nationaal Museum van Wereldculturen, Leiden",,"Long and elegant, this white-faced, sharp-beaked bird most probably represents Jatayu, the mythological vulture from the Ramayana. In the story, Jatayu heroically attempts to come to the rescue of Princess Sita as she is being kidnapped by Rawana, the raksasa-king of Alengka (Sri Lanka). As he lies dying, he sets the main events of the Ramayana Epic in motion by telling Prince Rama about the abduction of his wife.

With golden teeth, bushy eyebrows and large, unusually shaped eyes, this is an example of early precolonial Balinese mask-making at its height. Because of its shape, it has also been suggested that the mask was once placed on the head of a large royal kite in the shape of a bird (janggan). Spanning three or more meters in width, with cloth tails up to 60 meters long billowing in the air behind them, these magnificent aircraft were flown in great competitions off Sanur Beach from June to August, riding on the powerful cool breezes of the eastern monsoon.",52.164104,4.483984,TP107.jpg
